0.175192,-30.000000,0.000000,4.000000
0.281871,20.000000,10.000000,4.000000
0.373619,0.000000,15.000000,4.000000
0.468007,5.000000,20.000000,4.000000
0.617284,5.000000,25.000000,4.000000
0.689872,5.000000,30.000000,4.000000
0.718700,10.000000,35.000000,4.000000
0.780397,0.000000,40.000000,4.000000
1.012141,30.000000,45.000000,4.000000
1.056561,-5.000000,50.000000,4.000000
1.055546,30.000000,55.000000,4.000000
1.047522,-15.000000,60.000000,4.000000
1.180694,-15.000000,65.000000,4.000000
1.232617,-15.000000,70.000000,4.000000
1.262045,-15.000000,75.000000,4.000000
1.381152,-10.000000,80.000000,4.000000
1.320315,-30.000000,85.000000,4.000000
1.388059,-20.000000,90.000000,4.000000
1.456325,-20.000000,95.000000,4.000000
1.495339,-20.000000,100.000000,4.000000
1.534224,-20.000000,105.000000,4.000000
1.496045,-25.000000,110.000000,4.000000
1.525161,-35.000000,115.000000,4.000000
1.535900,-25.000000,120.000000,4.000000
1.504065,-35.000000,125.000000,4.000000
1.479887,-50.000000,130.000000,4.000000
1.456091,-40.000000,135.000000,4.000000
1.453680,-45.000000,140.000000,4.000000
1.413031,-55.000000,145.000000,4.000000
1.366484,-55.000000,150.000000,4.000000
1.369930,-60.000000,155.000000,4.000000
1.346495,-55.000000,160.000000,4.000000
1.272912,-75.000000,165.000000,4.000000
1.289618,-75.000000,170.000000,4.000000
1.253862,-70.000000,175.000000,4.000000
1.219165,-90.000000,180.000000,4.000000
1.244047,80.000000,185.000000,4.000000
1.291268,80.000000,190.000000,4.000000
1.311483,75.000000,195.000000,4.000000
1.342773,80.000000,200.000000,4.000000
1.405308,65.000000,205.000000,4.000000
1.381336,55.000000,210.000000,4.000000
1.390066,55.000000,215.000000,4.000000
1.507298,35.000000,220.000000,4.000000
1.414376,50.000000,225.000000,4.000000
1.459687,30.000000,230.000000,4.000000
1.543983,30.000000,235.000000,4.000000
1.410531,25.000000,240.000000,4.000000
1.391707,55.000000,245.000000,4.000000
1.604101,20.000000,250.000000,4.000000
1.422505,40.000000,255.000000,4.000000
1.339682,40.000000,260.000000,4.000000
1.402251,40.000000,265.000000,4.000000
1.357125,25.000000,270.000000,4.000000
1.357422,10.000000,275.000000,4.000000
1.365846,25.000000,280.000000,4.000000
1.312836,20.000000,285.000000,4.000000
1.268933,20.000000,290.000000,4.000000
1.122504,5.000000,295.000000,4.000000
0.867431,40.000000,300.000000,4.000000
1.058734,10.000000,305.000000,4.000000
0.919274,25.000000,310.000000,4.000000
0.878074,20.000000,315.000000,4.000000
0.765298,15.000000,320.000000,4.000000
0.731380,15.000000,325.000000,4.000000
0.627682,20.000000,330.000000,4.000000
0.555327,5.000000,335.000000,4.000000
0.489905,10.000000,340.000000,4.000000
0.392933,5.000000,345.000000,4.000000
0.262010,-30.000000,350.000000,4.000000
0.000000,-30.000000,355.000000,4.000000
