0.000000,0.000000,0.000000,3.500000
0.000000,20.000000,10.000000,3.500000
0.432261,10.000000,20.000000,3.500000
0.570401,15.000000,30.000000,3.500000
0.737672,0.000000,40.000000,3.500000
0.876497,0.000000,50.000000,3.500000
1.031425,0.000000,60.000000,3.500000
1.166236,-15.000000,70.000000,3.500000
1.208464,-10.000000,80.000000,3.500000
1.284229,-20.000000,90.000000,3.500000
1.329341,-20.000000,100.000000,3.500000
1.312621,-20.000000,110.000000,3.500000
1.315208,-35.000000,120.000000,3.500000
1.289938,-50.000000,130.000000,3.500000
1.259863,-55.000000,140.000000,3.500000
1.191988,-60.000000,150.000000,3.500000
1.177506,-60.000000,160.000000,3.500000
1.099499,-65.000000,170.000000,3.500000
1.054995,-90.000000,180.000000,3.500000
1.104806,90.000000,190.000000,3.500000
1.152159,70.000000,200.000000,3.500000
1.192991,75.000000,210.000000,3.500000
1.279944,55.000000,220.000000,3.500000
1.290085,35.000000,230.000000,3.500000
1.378011,50.000000,240.000000,3.500000
1.305200,25.000000,250.000000,3.500000
1.316466,40.000000,260.000000,3.500000
1.289823,10.000000,270.000000,3.500000
1.204788,40.000000,280.000000,3.500000
1.086363,25.000000,290.000000,3.500000
0.954858,30.000000,300.000000,3.500000
0.825994,15.000000,310.000000,3.500000
0.676156,15.000000,320.000000,3.500000
0.559883,5.000000,330.000000,3.500000
0.385155,10.000000,340.000000,3.500000
0.000000,-10.000000,350.000000,3.500000
0.000000,-10.000000,360.000000,3.500000
