0.000000,0.000000,0.000000,3.000000
0.000000,35.000000,10.000000,3.000000
0.333933,0.000000,20.000000,3.000000
0.518505,10.000000,30.000000,3.000000
0.624506,0.000000,40.000000,3.000000
0.752637,0.000000,50.000000,3.000000
0.912289,-5.000000,60.000000,3.000000
0.976858,-20.000000,70.000000,3.000000
1.068605,-10.000000,80.000000,3.000000
1.089916,-10.000000,90.000000,3.000000
1.130295,-25.000000,100.000000,3.000000
1.153871,-35.000000,110.000000,3.000000
1.135685,-40.000000,120.000000,3.000000
1.110224,-50.000000,130.000000,3.000000
1.090036,-60.000000,140.000000,3.000000
1.032854,-60.000000,150.000000,3.000000
0.979792,-65.000000,160.000000,3.000000
0.947453,-75.000000,170.000000,3.000000
0.904713,-75.000000,180.000000,3.000000
0.943748,85.000000,190.000000,3.000000
0.985008,80.000000,200.000000,3.000000
1.035373,65.000000,210.000000,3.000000
1.074046,55.000000,220.000000,3.000000
1.113215,55.000000,230.000000,3.000000
1.169070,40.000000,240.000000,3.000000
1.148264,40.000000,250.000000,3.000000
1.134185,25.000000,260.000000,3.000000
1.102331,35.000000,270.000000,3.000000
1.049128,15.000000,280.000000,3.000000
0.955576,10.000000,290.000000,3.000000
0.857131,10.000000,300.000000,3.000000
0.797470,20.000000,310.000000,3.000000
0.627556,0.000000,320.000000,3.000000
0.533861,5.000000,330.000000,3.000000
0.383370,10.000000,340.000000,3.000000
0.000000,5.000000,350.000000,3.000000
0.000000,5.000000,360.000000,3.000000
