0.000000,0.000000,0.000000,3.000000
0.000000,35.000000,10.000000,3.000000
0.368098,5.000000,20.000000,3.000000
0.500080,5.000000,30.000000,3.000000
0.630766,-5.000000,40.000000,3.000000
0.782748,-5.000000,50.000000,3.000000
0.906289,0.000000,60.000000,3.000000
1.018587,-15.000000,70.000000,3.000000
1.070391,-15.000000,80.000000,3.000000
1.080217,-25.000000,90.000000,3.000000
1.142179,-30.000000,100.000000,3.000000
1.151168,-30.000000,110.000000,3.000000
1.127786,-35.000000,120.000000,3.000000
1.117432,-50.000000,130.000000,3.000000
1.076096,-55.000000,140.000000,3.000000
1.036336,-60.000000,150.000000,3.000000
0.987489,-65.000000,160.000000,3.000000
0.945654,-75.000000,170.000000,3.000000
0.904393,-75.000000,180.000000,3.000000
0.947129,85.000000,190.000000,3.000000
0.988708,80.000000,200.000000,3.000000
1.037554,70.000000,210.000000,3.000000
1.073541,55.000000,220.000000,3.000000
1.114626,50.000000,230.000000,3.000000
1.140671,45.000000,240.000000,3.000000
1.134353,45.000000,250.000000,3.000000
1.159022,35.000000,260.000000,3.000000
1.095348,15.000000,270.000000,3.000000
1.045461,10.000000,280.000000,3.000000
0.958581,15.000000,290.000000,3.000000
0.897410,5.000000,300.000000,3.000000
0.744301,5.000000,310.000000,3.000000
0.615580,0.000000,320.000000,3.000000
0.489096,10.000000,330.000000,3.000000
0.353730,10.000000,340.000000,3.000000
0.182259,-10.000000,350.000000,3.000000
